t_date,cust_id,t_amt,services,products_used,city,state,t_details
07-07-2015,4006497,55.86,Exercise & Fitness,Abdominal Equipment,Charleston,South Carolina,credit
09-21-2015,4003078,185.55,Jumping,Trampoline Accessories,Atlanta,Georgia,credit
06-03-2015,4003344,132.93,Indoor Games,Ping Pong,Dallas,Texas,credit
01-24-2015,4006936,69.5,Water Sports,Water Polo,Phoenix,Arizona,credit
12-02-2015,4008738,36.46,Air Sports,Hang Gliding,Denton,Texas,credit
12-07-2015,4000926,47.8,Exercise & Fitness,Weightlifting Machines,Montgomery,Alabama,credit
08-30-2015,4001788,190.06,Team Sports,Curling,Orlando,Florida,credit
05-03-2015,4000316,103.46,Games,Dice & Dice Sets,Scottsdale,Arizona,credit
04-21-2015,4001623,39.46,Indoor Games,Air Hockey,New Orleans,Louisiana,credit
06-24-2015,4006586,5.82,Racquet Sports,Squash,Montgomery,Alabama,credit
04-26-2015,4009281,13.75,Team Sports,Baseball,Scottsdale,Arizona,credit
02-12-2015,4001985,48.34,Team Sports,Field Hockey,Detroit,Michigan,credit
08-08-2015,4002033,14.38,Outdoor Play Equipment,Water Tables,Baltimore,Maryland,cash
05-11-2015,4008633,147.26,Winter Sports,Sledding,Jackson,Mississippi,credit
12-09-2015,4003788,5.92,Water Sports,Bodyboarding,Centennial,Colorado,cash
09-17-2015,4007230,64.21,Indoor Games,Ping Pong,Sacramento,California,credit
06-25-2015,4005738,13.36,Outdoor Play Equipment,Sandboxes,Midland,Texas,cash
08-23-2015,4006372,82.68,Outdoor Recreation,Running,Birmingham,Alabama,credit
09-29-2015,4003736,191.81,Exercise & Fitness,Weightlifting Machine Accessories,Jackson,Mississippi,credit
09-18-2015,4004110,29.47,Puzzles,Jigsaw Puzzles,Kansas City,Missouri,cash
03-17-2015,4005929,89.19,Team Sports,Curling,Rockford,Illinois,credit
06-04-2015,4004415,142.65,Indoor Games,Air Hockey,Washington,District of Columbia,credit
05-08-2015,4000468,150.07,Exercise & Fitness,Exercise Bands,Anaheim,California,credit
03-27-2015,4008822,170.2,Team Sports,Softball,Hampton  ,Virginia,credit
07-09-2015,4005948,62.56,Outdoor Recreation,Equestrian,Oklahoma City,Oklahoma,credit
08-25-2015,4006531,41.82,Racquet Sports,Badminton,Cambridge,Massachusetts,cash
06-01-2015,4008625,101.69,Outdoor Recreation,Riding Scooters,Irving,Texas,credit
01-17-2015,4000880,89.4,Exercise & Fitness,Jump Ropes,Columbia,South Carolina,credit
08-03-2015,4001192,29.99,Outdoor Recreation,Disc Golf,Hampton  ,Virginia,cash
01-18-2015,4003934,11.63,Exercise & Fitness,Weightlifting Gloves,Las Vegas,Nevada,cash
03-07-2015,4007210,187.95,Team Sports,Soccer,San Jose,California,credit
03-24-2015,4007453,5.14,Winter Sports,Snowboarding,Reno,Nevada,cash
07-20-2015,4000783,6.98,Gymnastics,Gymnastics Mats,Jacksonville ,Florida,cash
08-10-2015,4006941,194.24,Outdoor Recreation,Golf,Jackson,Mississippi,credit
02-24-2015,4005043,196.02,Outdoor Recreation,Geocaching,Cambridge,Massachusetts,credit
11-24-2015,4007161,189.82,Outdoor Recreation,Disc Golf,Springfield,Illinois,credit
06-13-2015,4009163,138.52,Water Sports,Water Polo,Scottsdale,Arizona,credit
04-05-2015,4002356,195.02,Team Sports,Lacrosse,Pasadena,California,credit
08-29-2015,4001026,157.1,Racquet Sports,Tennis,Columbus,Ohio,credit
03-10-2015,4006902,52.48,Outdoor Recreation,Disc Golf,Irving,Texas,credit
03-08-2015,4009010,152.4,Winter Sports,Luge,Chicago,Illinois,credit
06-04-2015,4000440,74.04,Exercise & Fitness,Weightlifting Machines,Scottsdale,Arizona,credit
08-05-2015,4009371,169.86,Water Sports,Windsurfing,Coral Springs,Florida,credit
05-20-2015,4009917,56.57,Team Sports,Football,New Orleans,Louisiana,credit
09-14-2015,4008346,72.75,Outdoor Recreation,Skateboarding,Houston,Texas,credit
02-19-2015,4001939,33.69,Games,Portable Electronic Games,Buffalo,New York,cash
03-12-2015,4005878,173.18,Water Sports,Scuba Diving & Snorkeling,Birmingham,Alabama,credit
09-01-2015,4001512,112.35,Exercise & Fitness,Weightlifting Belts,New Orleans,Louisiana,credit
10-04-2015,4008426,199.29,Exercise & Fitness,Free Weight Bars,Anaheim,California,credit
04-07-2015,4003673,135.27,Water Sports,Wetsuits,Houston,Texas,credit
12-04-2015,4001900,184.59,Exercise & Fitness,Weightlifting Machines,Kansas City,Kansas,credit
05-17-2015,4007524,180.95,Exercise & Fitness,Cardio Machine Accessories,San Antonio,Texas,credit
06-11-2015,4001716,54.63,Gymnastics,Gymnastics Mats,Columbus,Ohio,credit
03-15-2015,4006051,95.96,Games,Mahjong,Houston,Texas,credit
04-27-2015,4008520,101.64,Water Sports,Kitesurfing,Austin,Texas,credit
12-10-2015,4005407,65.97,Combat Sports,Boxing,Jacksonville ,Florida,credit
03-15-2015,4001632,94.34,Indoor Games,Bowling,Gresham,Oregon,credit
12-27-2015,4005512,185.53,Puzzles,Jigsaw Puzzles,Nashville  ,Tennessee,credit
11-08-2015,4002189,15.87,Racquet Sports,Badminton,Pasadena,Texas,cash
03-14-2015,4004836,68.43,Outdoor Play Equipment,Water Tables,Columbia,South Carolina,credit
03-20-2015,4005393,81.39,Water Sports,Kitesurfing,Charlotte,North Carolina,credit
08-08-2015,4004215,47.97,Team Sports,Soccer,Sunnyvale,California,cash
06-19-2015,4007324,94.11,Team Sports,Beach Volleyball,Santa Ana,California,credit
07-30-2015,4005554,112.16,Exercise & Fitness,Exercise Bands,Hampton  ,Virginia,credit
09-27-2015,4009405,28.52,Water Sports,Water Tubing,Salt Lake City,Utah,cash
06-04-2015,4005327,78.32,Outdoor Recreation,Ice Climbing,Montgomery,Alabama,credit
08-16-2015,4000073,69.26,Indoor Games,Foosball,Indianapolis ,Indiana,credit
02-25-2015,4009636,48.7,Outdoor Recreation,Golf,Scottsdale,Arizona,cash
08-10-2015,4004779,23.49,Team Sports,Baseball,Columbus,Georgia,cash
07-10-2015,4004824,148.01,Indoor Games,Ping Pong,Jersey City,New Jersey,credit
09-02-2015,4000923,107.44,Gymnastics,Gymnastics Bars,Birmingham,Alabama,credit
03-03-2015,4006195,184.13,Outdoor Recreation,Shooting Games,Houston,Texas,credit
02-09-2015,4004511,149.15,Games,Mahjong,Charleston,South Carolina,credit
07-30-2015,4008113,44.31,Outdoor Recreation,Skateboarding,Detroit,Michigan,credit
11-26-2015,4006774,65.43,Jumping,Trampolines,Cambridge,Massachusetts,credit
11-05-2015,4004015,139.72,Gymnastics,Vaulting Horses,Orange,California,credit
04-12-2015,4006185,31.07,Air Sports,Parachutes,Montgomery,Alabama,credit
07-15-2015,4009979,64.64,Winter Sports,Bobsledding,West Valley City,Utah,credit
11-25-2015,4003462,81.71,Gymnastics,Balance Beams,Plano,Texas,credit
10-25-2015,4005094,58.57,Outdoor Play Equipment,Outdoor Playsets,Lowell,Massachusetts,credit
01-27-2015,4009365,17.17,Gymnastics,Gymnastics Bars,Detroit,Michigan,credit
03-10-2015,4001498,41,Outdoor Recreation,Disc Golf,Reno,Nevada,credit
09-08-2015,4004938,21.15,Outdoor Recreation,Fishing,Long Beach,California,credit
07-03-2015,4002116,37.1,Exercise & Fitness,Cardio Machine Accessories,Denton,Texas,credit
12-19-2015,4009195,134.53,Exercise & Fitness,Free Weight Bars,Richmond  ,Virginia,credit
12-22-2015,4002360,77.24,Racquet Sports,Squash,Flint,Michigan,credit
08-28-2015,4002764,162.69,Exercise & Fitness,Weightlifting Machine Accessories,Lexington,Kentucky,credit
02-11-2015,4006107,157.87,Outdoor Play Equipment,Slides,Anaheim,California,credit
04-27-2015,4004805,34.58,Winter Sports,Sledding,Scottsdale,Arizona,credit
03-01-2015,4004163,83.44,Exercise & Fitness,Weightlifting Belts,Jackson,Mississippi,credit
08-13-2015,4009773,10.45,Outdoor Recreation,Disc Golf,Honolulu  ,Hawaii,credit
09-02-2015,4003353,58.97,Team Sports,Rugby,Phoenix,Arizona,credit
02-19-2015,4004823,118.57,Exercise & Fitness,Weightlifting Belts,Paterson,New Jersey,credit
06-15-2015,4006696,16.24,Dancing,Ballet Bars,Baltimore,Maryland,credit
11-29-2015,4006445,12.75,Indoor Games,Ping Pong,Long Beach,California,credit
09-26-2015,4007321,169.92,Water Sports,Scuba Diving & Snorkeling,Gilbert,Arizona,credit
02-01-2015,4006422,95.85,Team Sports,Rugby,Sunnyvale,California,credit
11-01-2015,4001554,57.98,Outdoor Play Equipment,Lawn Water Slides,Louisville,Kentucky,credit
05-15-2015,4006022,114.66,Exercise & Fitness,Weightlifting Gloves,Vancouver,Washington,credit
12-28-2015,4001338,195.27,Outdoor Recreation,Geocaching,Houston,Texas,credit
03-14-2015,4004853,17.81,Outdoor Play Equipment,Sandboxes,Portland,Oregon,credit
02-07-2015,4003916,124.09,Water Sports,Boating,Lincoln,Nebraska,credit
09-03-2015,4006931,7.91,Gymnastics,Gymnastics Rings,Richmond  ,Virginia,credit
11-24-2015,4001560,68.7,Outdoor Recreation,Hunting,San Antonio,Texas,credit
02-01-2015,4000331,125.73,Team Sports,Field Hockey,New York,New York,credit
02-09-2015,4007100,104.25,Water Sports,Towed Water Sports,Los Angeles,California,credit
12-26-2015,4008959,68.2,Outdoor Recreation,Shooting Games,Eugene,Oregon,credit
12-28-2015,4003703,113.97,Racquet Sports,Badminton,Las Vegas,Nevada,credit
08-13-2015,4003273,70.82,Exercise & Fitness,Abdominal Equipment,West Valley City,Utah,credit
03-22-2015,4001966,71.92,Outdoor Recreation,Tetherball,Durham,North Carolina,credit
08-21-2015,4001052,147.68,Water Sports,Wetsuits,St. Petersburg,Florida,credit
03-31-2015,4005116,172.84,Combat Sports,Fencing,Atlanta,Georgia,credit
07-27-2015,4007026,194.68,Outdoor Recreation,Skateboarding,Pasadena,California,credit
11-13-2015,4000334,164.8,Combat Sports,Martial Arts,Eugene,Oregon,credit
05-06-2015,4006503,106.28,Exercise & Fitness,Foam Rollers,Los Angeles,California,credit
01-11-2015,4002735,100.82,Games,Dice & Dice Sets,Plano,Texas,credit
03-15-2015,4004872,188.24,Outdoor Recreation,Equestrian,Clarksville,Tennessee,credit
05-10-2015,4005635,20.31,Winter Sports,Snowmobiling,Scottsdale,Arizona,cash
10-08-2015,4007140,158.03,Outdoor Play Equipment,Slides,Newark,New Jersey,credit
12-21-2015,4005495,47.71,Outdoor Recreation,Skating,Nashville  ,Tennessee,cash
08-10-2015,4001801,96.93,Water Sports,Kitesurfing,Detroit,Michigan,credit
04-12-2015,4006476,80.14,Gymnastics,Gymnastics Rings,Los Angeles,California,credit
01-24-2015,4006637,84.07,Indoor Games,Foosball,Seattle,Washington,credit
11-06-2015,4007221,32.5,Gymnastics,Balance Beams,Chicago,Illinois,cash
06-12-2015,4006381,14.19,Winter Sports,Sledding,Overland Park,Kansas,cash
01-10-2015,4008133,56.61,Team Sports,Cheerleading,Charleston,South Carolina,credit
10-07-2015,4009958,26.31,Team Sports,Beach Volleyball,Montgomery,Alabama,cash
04-01-2015,4003660,5.74,Exercise & Fitness,Weightlifting Gloves,Madison,Wisconsin,cash
11-29-2015,4008526,79.89,Water Sports,Towed Water Sports,Charleston,South Carolina,credit
10-20-2015,4007803,96.04,Outdoor Recreation,Cycling,Memphis,Tennessee,credit
08-08-2015,4006835,30.69,Racquet Sports,Racquetball,Hampton  ,Virginia,cash
06-07-2015,4000392,162.31,Winter Sports,Bobsledding,Milwaukee,Wisconsin,credit
10-02-2015,4005907,124.3,Indoor Games,Billiards,Overland Park,Kansas,credit
07-31-2015,4005839,44.79,Dancing,Ballet Bars,Vancouver,Washington,cash
09-20-2015,4005594,61.21,Outdoor Play Equipment,Water Tables,Chicago,Illinois,credit
03-13-2015,4009775,38.06,Team Sports,Cheerleading,Philadelphia,Pennsylvania,cash
10-24-2015,4000910,172.4,Indoor Games,Billiards,Sacramento,California,credit
02-08-2015,4005738,138.48,Outdoor Recreation,Track & Field,Paterson,New Jersey,credit
05-18-2015,4008444,85.4,Water Sports,Scuba Diving & Snorkeling,Detroit,Michigan,credit
01-07-2015,4000962,135.86,Water Sports,Whitewater Rafting,Centennial,Colorado,credit
11-01-2015,4004934,76.99,Outdoor Play Equipment,Water Tables,Madison,Wisconsin,credit
12-16-2015,4007548,22.72,Outdoor Recreation,Camping & Backpacking & Hiking,Coral Springs,Florida,cash
06-24-2015,4003514,9.03,Winter Sports,Luge,Louisville,Kentucky,cash
01-08-2015,4009773,29.57,Exercise & Fitness,Free Weight Bars,Richmond  ,Virginia,cash
03-04-2015,4002405,93,Exercise & Fitness,Gym Mats,Eugene,Oregon,credit
02-22-2015,4005904,160.36,Jumping,Trampolines,Saint Paul,Minnesota,credit
01-16-2015,4008123,151.66,Gymnastics,Pommel Horses,Baltimore,Maryland,credit
07-13-2015,4006435,113.23,Winter Sports,Luge,Rockford,Illinois,credit
09-09-2015,4000613,198.75,Team Sports,Indoor Volleyball,Reno,Nevada,credit
04-21-2015,4006290,160.46,Games,Board Games,Vancouver,Washington,credit
06-17-2015,4007106,121.78,Jumping,Trampoline Accessories,Reno,Nevada,credit
01-30-2015,4000074,88.29,Exercise & Fitness,Stopwatches,Pasadena,California,credit
05-08-2015,4003160,13.33,Jumping,Trampoline Accessories,Cambridge,Massachusetts,cash
02-10-2015,4000656,13.15,Outdoor Recreation,Geocaching,Los Angeles,California,cash
05-13-2015,4008543,43.88,Gymnastics,Balance Beams,San Diego,California,cash
10-18-2015,4006844,122.71,Water Sports,Bodyboarding,Kansas City,Kansas,credit
11-21-2015,4007712,187.75,Outdoor Recreation,Golf,Sacramento,California,credit
09-02-2015,4006334,121.77,Exercise & Fitness,Cardio Machine Accessories,Flint,Michigan,credit
12-29-2015,4003311,100.98,Air Sports,Parachutes,Lowell,Massachusetts,credit
12-06-2015,4006805,63.18,Team Sports,Lacrosse,Columbus,Ohio,credit
07-27-2015,4002536,160.18,Team Sports,Football,Newark,New Jersey,credit
01-27-2015,4008008,74.87,Water Sports,Bodyboarding,Richmond  ,Virginia,credit
04-25-2015,4008421,170.29,Air Sports,Parachutes,Huntsville,Alabama,credit
04-05-2015,4001571,60.03,Gymnastics,Gymnastics Rings,El Paso,Texas,credit
02-24-2015,4000015,148.85,Team Sports,Baseball,Eugene,Oregon,credit
05-16-2015,4001394,60.06,Exercise & Fitness,Foam Rollers,Denton,Texas,credit
05-20-2015,4000363,80,Team Sports,Lacrosse,Philadelphia,Pennsylvania,credit
09-01-2015,4009679,104.15,Outdoor Recreation,Riding Scooters,Atlanta,Georgia,credit
03-17-2015,4005010,18.9,Gymnastics,Vaulting Horses,Westminster,Colorado,cash
05-22-2015,4007052,15.16,Outdoor Recreation,Track & Field,New York,New York,cash
04-05-2015,4002152,113.98,Outdoor Recreation,Lawn Games,Huntsville,Alabama,credit
01-26-2015,4004084,65.67,Outdoor Recreation,Disc Golf,Centennial,Colorado,credit
04-27-2015,4008549,166.85,Outdoor Recreation,Skateboarding,Bellevue,Washington,credit
08-05-2015,4008290,68.54,Water Sports,Whitewater Rafting,Jackson,Mississippi,credit
04-05-2015,4005361,56.62,Team Sports,Beach Volleyball,Portland,Oregon,credit
02-05-2015,4004105,70.86,Outdoor Recreation,Golf,Columbus,Georgia,credit
11-27-2015,4006259,94.21,Water Sports,Kitesurfing,Chicago,Illinois,credit
05-06-2015,4003073,146.38,Exercise & Fitness,Weightlifting Belts,Jacksonville ,Florida,credit
06-03-2015,4008484,128.12,Combat Sports,Fencing,New Orleans,Louisiana,credit
10-17-2015,4007959,86.71,Team Sports,Curling,Jersey City,New Jersey,credit
05-13-2015,4006796,33.66,Exercise & Fitness,Weight Benches,Gresham,Oregon,credit
05-29-2015,4008606,23.06,Outdoor Recreation,Cycling,Reno,Nevada,credit
12-30-2015,4003005,85.85,Jumping,Bungee Jumping,Brownsville,Texas,credit
07-21-2015,4000836,131.3,Outdoor Recreation,Running,Durham,North Carolina,credit
07-18-2015,4002442,68.58,Jumping,Bungee Jumping,Coral Springs,Florida,credit
07-13-2015,4001653,108.88,Outdoor Recreation,Cycling,Jersey City,New Jersey,credit
12-29-2015,4000581,80.05,Outdoor Play Equipment,Playhouses,Philadelphia,Pennsylvania,credit
02-13-2015,4009559,13.26,Team Sports,Curling,Los Angeles,California,credit
12-02-2015,4005735,13.73,Water Sports,Bodyboarding,Flint,Michigan,credit
04-08-2015,4000157,50.19,Indoor Games,Foosball,Lowell,Massachusetts,credit
03-12-2015,4005709,82.3,Water Sports,Scuba Diving & Snorkeling,Scottsdale,Arizona,credit
05-30-2015,4008093,64.6,Exercise & Fitness,Jump Ropes,Jackson,Mississippi,credit
06-01-2015,4004466,116.64,Games,Dice Games,Salem,Oregon,credit
11-22-2015,4009111,22.01,Games,Dice & Dice Sets,Anaheim,California,credit
07-15-2015,4006934,177.51,Gymnastics,Springboards,Columbia,South Carolina,credit
03-19-2015,4003584,73.45,Jumping,Trampoline Accessories,Milwaukee,Wisconsin,credit
06-30-2015,4008745,70.75,Team Sports,Soccer,McKinney,Texas,credit
08-11-2015,4004401,146.32,Water Sports,Windsurfing,Tampa,Florida,credit
06-18-2015,4002756,79.71,Water Sports,Water Polo,Atlanta,Georgia,credit
07-23-2015,4000016,96.37,Combat Sports,Wrestling,Indianapolis ,Indiana,credit
03-11-2015,4001114,93.43,Outdoor Play Equipment,Swing Sets,Salem,Oregon,credit
07-15-2015,4002564,116.39,Racquet Sports,Badminton,Sunnyvale,California,credit
07-31-2015,4004018,59.41,Winter Sports,Snowmobiling,Huntsville,Alabama,credit
09-27-2015,4001218,49.57,Winter Sports,Downhill Skiing,Irving,Texas,credit
05-30-2015,4008585,97.58,Team Sports,Softball,Kansas City,Missouri,credit
03-25-2015,4007360,57.86,Outdoor Recreation,Equestrian,Milwaukee,Wisconsin,credit
02-11-2015,4009352,89.27,Indoor Games,Darts,San Diego,California,credit
06-19-2015,4005024,98.45,Outdoor Recreation,Skateboarding,San Diego,California,credit
07-08-2015,4001386,137.47,Exercise & Fitness,Weight Benches,San Antonio,Texas,credit
08-23-2015,4001115,176.62,Team Sports,Softball,Chicago,Illinois,credit
07-24-2015,4002878,96.83,Outdoor Recreation,Hunting,Philadelphia,Pennsylvania,credit
08-20-2015,4007085,21.75,Water Sports,Bodyboarding,Des Moines,Iowa,credit
01-17-2015,4002391,34.99,Games,Card Games,Springfield,Illinois,cash
05-22-2015,4003354,190.98,Indoor Games,Darts,Kansas City,Kansas,credit
06-16-2015,4006894,112.07,Team Sports,Beach Volleyball,Long Beach,California,credit
07-15-2015,4002432,79.05,Gymnastics,Pommel Horses,Paterson,New Jersey,credit
04-22-2015,4008117,38.71,Outdoor Play Equipment,Playhouses,Portland,Oregon,cash
02-26-2015,4004107,172.38,Games,Board Games,Nashville  ,Tennessee,credit
06-22-2015,4001819,24.05,Water Sports,Towed Water Sports,Green Bay,Wisconsin,cash
02-02-2015,4000856,129.3,Jumping,Trampolines,Dallas,Texas,credit
01-04-2015,4009210,178.58,Winter Sports,Luge,Baltimore,Maryland,credit
01-04-2015,4002540,78.24,Outdoor Play Equipment,Swing Sets,Buffalo,New York,credit
09-22-2015,4000854,129.58,Exercise & Fitness,Yoga & Pilates,Orange,California,credit
11-21-2015,4003839,62.58,Team Sports,Field Hockey,Salt Lake City,Utah,credit
01-15-2015,4009046,35.12,Racquet Sports,Tennis,Gresham,Oregon,cash
01-08-2015,4004099,189.62,Combat Sports,Boxing,Nashville  ,Tennessee,credit
12-03-2015,4005406,13.04,Indoor Games,Darts,Cincinnati,Ohio,cash
06-08-2015,4004720,8.66,Racquet Sports,Squash,Coral Springs,Florida,cash
04-09-2015,4006866,71.85,Racquet Sports,Squash,Overland Park,Kansas,credit
04-21-2015,4002762,143.15,Outdoor Recreation,Disc Golf,Midland,Texas,credit
12-12-2015,4009325,140.07,Water Sports,Water Tubing,Oklahoma City,Oklahoma,credit
10-31-2015,4002618,42.54,Indoor Games,Darts,Hartford,Connecticut,cash
09-24-2015,4005024,95.39,Exercise & Fitness,Exercise Bands,Fremont,California,credit
03-12-2015,4003031,162.27,Water Sports,Swimming,Scottsdale,Arizona,credit
06-06-2015,4009452,188.41,Winter Sports,Snowmobiling,Paterson,New Jersey,credit
10-29-2015,4001724,175.51,Water Sports,Boating,Pittsburgh,Pennsylvania,credit
05-11-2015,4003060,87.56,Combat Sports,Wrestling,Indianapolis ,Indiana,credit
09-06-2015,4002181,72.62,Team Sports,Team Handball,Denton,Texas,credit
03-29-2015,4000867,162.51,Water Sports,Scuba Diving & Snorkeling,Des Moines,Iowa,credit
07-23-2015,4004774,154.5,Outdoor Play Equipment,Lawn Water Slides,Phoenix,Arizona,credit
04-24-2015,4004776,58.91,Water Sports,Water Polo,Berkeley,California,credit
09-04-2015,4008551,148.67,Exercise & Fitness,Free Weight Bars,Philadelphia,Pennsylvania,credit
02-18-2015,4001428,89.04,Exercise & Fitness,Weightlifting Machines,Chicago,Illinois,credit
